Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,Unnamed: 20,PubMed_ID,Study_Design,Funding_Info,Funding_Info_cleaned,Individual_NIH_Grant_Costs,Total_NIH_Funding_Cost
66280.0,A Novel Smart City-Based Framework on Perspectives for Application of Machine Learning in Combating COVID-19,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(B/T) Urban Planning;(HSC) Medicine - Infectious Disease;(HSC) Public Health and Safety;,"School of Mathematics, Statistics and Computer Science, University of KwaZulu-Natal, King Edward Road, Pietermaritzburg Campus, Pietermaritzburg, KwaZulu-Natal 3201, South Africa; College of Computing and Informatics, Department of Computer Science, University of Sharjah, 27272 Sharjah, United Arab Emirates; College of Computer Science, University of Hafr Al Batin, Saudi Arabia; Department of Biomedical Informatics, Emory University, Atlanta, United States; Department of Medical Laboratory Science, College of Medical Sciences, Ahmadu Bello University, Zaria, Nigeria; School of Computer Science and Applied Mathematics, University of the Witwatersrand, South Africa; IRISA Laboratory, ENSSAT, University of Rennes 1, France: Future Technology Research Center, National Yunlin University of Science and Technology, Taiwan;",BioMed Research International,Wiley,France;Nigeria;Saudi Arabia;South Africa;Taiwan;United Arab Emirates;United States,Absalom E Ezugwu;Ibrahim Abaker Targio Hashem;Olaide N Oyelade;Mubarak Almutari;Mohammed A Al-Garadi;Idris Nasir Abdullahi;Olumuyiwa Otegbeye;Amit K Shukla;Haruna Chiroma,https://retractionwatch.com/2025/03/31/wiley-international-wound-journal-retracts-over-200-more-papers/;https://retractionwatch.com/category/wiley-retractions/,Review Article;,3/20/2024 0:00,10.1155/2024/9879061,38550152.0,9/11/2021 0:00,10.1155/2021/5546790,34518801.0,Retraction,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Data;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Results and/or Conclusions;Concerns/Issues about Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,No,,,34518801,Journal Article; Review; Retracted Publication,,,,0.0
66279.0,A Novel Protein Elicitor (PELL1) Extracted from Lecanicillium lecanii Induced Resistance against Bemisia tabaci (Hemiptera: Aleyrodidae) in Gossypium hirsutum L,(BLS) Agriculture;(BLS) Biochemistry;(BLS) Plant Biology/Botany;,"Department of Plant Pathology, Agriculture College, Guizhou University, Guiyang 550025, China; State Key Laboratory of Plant Diseases and Insect Pests, Institute of Plant Protection, Chinese Academy of Agricultural Science, Beijing, China; DHQ Hospital, Mandi Bahauddin Punjab, Pakistan; WMO Nishtar Hospital, Multan Punjab, Pakistan; Department of Plant Protection Faculty of Agricultural Sciences, Ghazi University, Dera Ghazi Khan Punjab, Pakistan; Department of Environmental Sciences, University of California, Riverside, California, United States; Department of Forestry, Faculty of Agricultural Sciences, Ghazi University, Dera Ghazi Khan, Pakistan; Zoology Department, College of Science, King Saud University, Riyadh, Saudi Arabia; College of Agriculture University of Nairobi, Nairobi, Kenya; DHQ Sheikhupura, Punjab, Pakistan; WMO Health Department, Punjab, Pakistan;",BioMed Research International,Wiley,China;Kenya;Pakistan;Saudi Arabia;United States,Abdul Basit;Muhammad Yaseen;Maham Babar;Yong Wang;Yusuf Ali Abdulle;Dewen Qiu;Yunzhu Li;Muhammad Amjad Bashir;Muhammad Sarmad Shahzad;Hasnain Farooq;Reem A Alajmi;David N Mangi;Ambreen Sehar;Humaira Parveen,https://retractionwatch.com/2025/03/31/wiley-international-wound-journal-retracts-over-200-more-papers/;https://retractionwatch.com/category/wiley-retractions/,Research Article;,3/20/2024 0:00,10.1155/2024/9820506,38549980.0,8/23/2022 0:00,10.1155/2022/3097521,36051477.0,Retraction,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Data;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Results and/or Conclusions;Concerns/Issues about Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Results and/or Conclusions;,No,,,36051477,Journal Article; Retracted Publication,,,,0.0
66275.0,A Joint Model for Unbalanced Nested Repeated Measures with Informative Drop-Out Applied to Ambulatory Blood Pressure Monitoring Data,(B/T) Computer Science;(B/T) Technology;(HSC) Medicine - Cardiovascular;(HSC) Medicine - Pediatrics;,"Basic Science Department, College of Science and Health Professions, King Saud bin Abdulaziz University for Health Sciences, Jeddah, Saudi Arabia; King Abdullah International Medical Research Center, Jeddah, Saudi Arabia; Division of Biostatistics and Epidemiology, Cincinnati Children's Hospital Medical Center, Cincinnati, United States; Department of Environmental Health, University of Cincinnati, Cincinnati, United States; Department of Pediatrics, Cincinnati Children's Hospital Medical Center, Cincinnati, United States; Division of Pulmonary Medicine, Cincinnati Children's Hospital Medical Center, Cincinnati, United States; Department of Biostatistics, Department of Epidemiology, Erasmus Medical Center, Rotterdam, Netherlands;",BioMed Research International,Wiley,Netherlands;Saudi Arabia;United States,Enas M Ghulam;Jane C Khoury;Roman Jandarov;Raouf S Amin;Eleni-Rosalina Andrinopoulou;Rhonda D Szczesniak,https://retractionwatch.com/2025/03/31/wiley-international-wound-journal-retracts-over-200-more-papers/,Research Article;,3/20/2024 0:00,10.1155/2024/9817495,38550033.0,2/25/2022 0:00,10.1155/2022/4452158,35252446.0,Retraction,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Data;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Results and/or Conclusions;Concerns/Issues about Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Results and/or Conclusions;,No,,,35252446,Journal Article; Retracted Publication,NHLBI NIH HHS (K25 HL125954); NHLBI NIH HHS (R01 HL070907); NHLBI NIH HHS (R01 HL080670); NHLBI NIH HHS (R01 HL141286),HL125954; HL070907; HL080670; HL141286,761704.00; 1834443.00; 2828433.00; 2286948.00,7711528.0
66269.0,Progesterone-Calcitriol Combination Enhanced Cytotoxicity of Cisplatin in Ovarian and Endometrial Cancer Cells In Vitro,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Toxicology;,"Department of Obstetrics & Gynecology, Uniformed Services University, 4301 Jones Bridge Road, Bethesda, MD 20814, USA; Gynecologic Cancer Center of Excellence, Department of Obstetrics and Gynecology, Uniformed Services University of the Health Sciences and Walter Reed National Military Medical Center, 8901 Wisconsin Avenue, Bethesda, MD 20889, USA; John P. Murtha Cancer Center, Uniformed Services University of the Health Sciences and Walter Reed National Military Medical Center, 8901 Wisconsin Avenue, Bethesda, MD 20889, USA; Gynecologic Cancer Center of Excellence, Women’s Health Integrated Research Center at Inova Health System, 3289 Woodburn Road, Suite 370, Annandale, VA 22003, USA; Inova Fairfax Hospital, Department of Obstetrics & Gynecology, 3300 Gallows Road, Falls Church, VA 22042, USA; Department of Molecular and Cell Biology, Uniformed Services University, 4301 Jones Bridge Road, Bethesda, MD 20814, USA;",Biomedicines,MDPI,United States,Ana Paucarmayta;Hannah Taitz;Latoya McGlorthan;Yovanni Casablanca;G Larry Maxwell;Kathleen M. Darcy;Viqar Syed,,Research Article;,6/30/2025 0:00,10.3390/biomedicines13071591,40601473.0,3/31/2020 0:00,10.3390/biomedicines8040073,32244545.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;,No,,,32244545,Journal Article; Retracted Publication,Murtha Cancer Center and the Gynecologic Cancer Center of Excellence Project (HU0001-16-2-0006),,,0.0
66265.0,Exosomal miR-4466 from nicotine-activated neutrophils promotes tumor cell stemness and metabolism in lung cancer metastasis,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Genetics;(BLS) Toxicology;,"Department of Cancer Biology, Wake Forest University School of Medicine, Winston-Salem, NC, 27157, United States;",Oncogene,Springer - Nature Publishing Group,United States,Abhishek Tyagi;Shih-Ying Wu;Sambad Sharma;Kerui Wu;Dan Zhao;Ravindra Deshpande;Ravi Singh;Wencheng Li;Umit Topaloglu;Jimmy Ruiz;Kounosuke Watabe,https://retractionwatch.com/2025/07/15/wake-forest-cancer-lab-blames-honest-mistakes-for-retractions/,Research Article;,1/9/2025 0:00,10.1038/s41388-024-03269-w,39789166.0,4/23/2022 0:00,10.1038/s41388-022-02322-w,35461327.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;,No,see also: https://pubpeer.com/publications/B5C4BF50D0A1F667956AD5E182D801,,35461327,"Journal Article; Research Support, N.I.H., Extramural; Retracted Publication",NCI NIH HHS (P30 CA012197); NCI NIH HHS (R01 CA185650); NCI NIH HHS (R01 CA173499); NCI NIH HHS (T32 CA247819); NCI NIH HHS (R01 CA207222); NCI NIH HHS (R01 CA205067),CA012197; CA185650; CA173499; CA247819; CA207222; CA205067,362105015.00; 1863911.00; 2333568.00; 1409113.00; 1747173.00; 2231813.00,371690593.0
66259.0,A Rare Case of Disseminated Varicella Zoster Virus (VZV) Infection Complicated by VZV Pneumonia,(HSC) Medicine - Infectious Disease;(HSC) Medicine - Pulmonology;,"Infectious Diseases, Methodist South Hospital, Memphis, USA;",Cureus,Cureus (Part of Springer Nature as of December 2022),United States,Suhel A Sabunwala;Tuhina Cornelius,,Case Report;,6/3/2025 0:00,10.7759/cureus.r185,40462881.0,5/22/2025 0:00,10.7759/cureus.84630,40462813.0,Retraction,Informed/Patient Consent - None/Withdrawn;,No,,,40462813,Case Reports; Journal Article; Retracted Publication,,,,0.0
66256.0,The Patterns of Non-adherence to Medication in the Management of Cardiovascular Disease: A Descriptive Study,(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Cardiovascular;(HSC) Medicine - Pharmacology;,"General Surgery, Betsi Cadwaladr University Health Board, Bangor, GBR; Community Medicine, Vydehi Institute of Medical Sciences and Research Centre, Bangalore, IND; Internal Medicine, Sparrow Hospital-Michigan State University, East Lansing, USA; Ophthalmology, Jagadguru Jayadeva Murugarajendra (JJM) Medical College, Davanagere, IND;",Cureus,Cureus (Part of Springer Nature as of December 2022),India;United Kingdom;United States,Anurag Agarwal;Shilpa Mannagudda Sandip;Amey Joshi;Arshitha Ashok,,Research Article;,5/29/2025 0:00,10.7759/cureus.r184,40443831.0,9/20/2024 0:00,10.7759/cureus.69810,39429420.0,Retraction,Copyright Claims;,No,,,39429420,Journal Article; Retracted Publication,,,,0.0
66233.0,Translational reprogramming following UVB irradiation is mediated by DNA-PKcs and allows selective recruitment to the polysomes of mRNAs encoding DNA repair enzymes,(BLS) Biology - Molecular;(BLS) Genetics;(BLS) Toxicology;,"Centre for Biomolecular Sciences, School of Pharmacy, University of Nottingham, University Park, Nottingham NG7 2RD, United Kingdom; Wellcome Trust/CRUK Gurdon Institute, Cambridge CB2 1QN, United Kingdom; KUDOS pharmaceuticals, Cambridge CB4 0WG, United Kingdom; Department of Biochemistry and Molecular Biology, Indiana University School of Medicine, Indianapolis, Indiana 46202, USA; School of Chemistry, University of Nottingham, University Park, Nottingham NG7 2RD, United Kingdom; MRC Centre for Mechanisms in Human Toxicity, Leicester LE1 9HN, United Kingdom;",Genes & Development,Cold Spring Harbor Laboratory Press,United Kingdom;United States,Ian R Powley;Alexander Kondrashov;Lucy A Young;Helen C Dobbyn;Kirsti Hill;Ian G Cannell;Mark Stoneley;Yi-Wen Kong;Julia A Cotes;Graeme C M Smith;Ron Wek;Christopher Hayes;Timothy W Gant;Keith A Spriggs;Martin Bushell;Anne E Willis,https://retractionwatch.com/2025/07/18/director-of-cambridge-toxicology-institute-retracts-paper-for-potential-image-manipulation/,Research Article;,7/1/2025 0:00,10.1101/gad.352836.125,40456593.0,5/15/2009 0:00,10.1101/gad.516509,19451221.0,Retraction,Concerns/Issues about Data;Original Data and/or Images not Provided and/or not Available;,No,,,19451221,"Journal Article; Research Support, Non-U.S. Gov't; Retracted Publication",Wellcome Trust (No ID); Cancer Research UK (No ID); Biotechnology and Biological Sciences Research Council (No ID),,,0.0
66224.0,"MMP-9, uPAR and Cathepsin B Silencing Downregulate Integrins in Human Glioma Xenograft Cells In Vitro and In Vivo in Nude Mice",(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Cancer Biology and Pharmacology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department Neurosurgery, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department Pathology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America;",PLoS One,PLoS,United States,Krishna Kumar Veeravalli;Chandramu Chetty;Shivani Ponnala;Christopher S Gondi;Sajani S Lakka;Daniel Fassett;Jeffrey D Klopfenstein;Dzung H Dinh;Meena Gujrati;Jasti S Rao,https://retractionwatch.com/?s=Jasti+Rao,Research Article;,7/11/2025 0:00,10.1371/journal.pone.0328092,40644359.0,7/15/2010 0:00,10.1371/journal.pone.0011583,20657647.0,Retraction,Author Unresponsive;Concerns/Issues about Image;Concerns/Issues about Results and/or Conclusions;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;,No,see also https://pubpeer.com/publications/3F578E7F7B0020A6C9C1AC78629EFA,,20657647,"Journal Article; Research Support, N.I.H., Extramural; Retracted Publication",NINDS NIH HHS (R01 NS047699); NINDS NIH HHS (NS047699),NS047699,2462545.00,2462545.0
66223.0,Cord Blood Stem Cell-Mediated Induction of Apoptosis in Glioma Downregulates X-Linked Inhibitor of Apoptosis Protein (XIAP),(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Cancer Biology and Pharmacology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department of Neurosurgery, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department of Pathology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America;",PLoS One,PLoS,United States,Venkata Ramesh Dasari;Kiran Kumar Velpula;Kiranpreet Kaur;Daniel Fassett;Jeffrey D Klopfenstein;Dzung H Dinh;Meena Gujrati;Jasti S Rao,https://retractionwatch.com/?s=Jasti+Rao,Research Article;,7/11/2025 0:00,10.1371/journal.pone.0327907,40644404.0,7/28/2010 0:00,10.1371/journal.pone.0011813,20676365.0,Retraction,Author Unresponsive;Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;,No,see also https://pubpeer.com/publications/BD2DE9B98AFA468CF0F7CB5346B4F7,,20676365,"Journal Article; Research Support, N.I.H., Extramural; Retracted Publication",NINDS NIH HHS (R01 NS057529); NINDS NIH HHS (NS057529),NS057529,1832215.00,1832215.0
66222.0,Suppression of MMP-2 Attenuates TNF-α Induced NF-κB Activation and Leads to JNK Mediated Cell Death in Glioma,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Departments of Cancer Biology and Pharmacology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department of Neurosurgery, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America;",PLoS One,PLoS,United States,Divya Kesanakurti;Chandramu Chetty;Praveen Bhoopathi;Sajani S Lakka;Bharathi Gorantla;Andrew J Tsung;Jasti S Rao,https://retractionwatch.com/?s=Jasti+Rao,Research Article;,7/11/2025 0:00,10.1371/journal.pone.0328090,40644402.0,5/4/2011 0:00,10.1371/journal.pone.0019341,21573233.0,Retraction,Author Unresponsive;Concerns/Issues about Image;Concerns/Issues about Results and/or Conclusions;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Unreliable Data;Unreliable Results and/or Conclusions;,No,,,21573233,"Journal Article; Research Support, N.I.H., Extramural; Retracted Publication",NINDS NIH HHS (R01 NS064535); NINDS NIH HHS (NS64535-01A1),NS064535,1356580.00,1356580.0
66221.0,Regulation of DNA Repair Mechanism in Human Glioma Xenograft Cells both In Vitro and In Vivo in Nude Mice,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Genetics;,"Department of Cancer Biology and Pharmacology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department Neurosurgery, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America;",PLoS One,PLoS,United States,Shivani Ponnala;Krishna Kumar Veeravalli;Chandramu Chetty;Dzung H Dinh;Jasti S Rao,https://retractionwatch.com/?s=Jasti+Rao,Research Article;,7/15/2025 0:00,10.1371/journal.pone.0328089,40663507.0,10/14/2011 0:00,10.1371/journal.pone.0026191,22022560.0,Retraction,Concerns/Issues about Image;Concerns/Issues about Results and/or Conclusions;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Objections by Author(s);Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,,,22022560,"Journal Article; Research Support, N.I.H., Extramural; Retracted Publication",NINDS NIH HHS (R01 NS047699); NINDS NIH HHS (NS047699),NS047699,2462545.00,2462545.0
66220.0,Suppression of uPAR Retards Radiation-Induced Invasion and Migration Mediated by Integrin β1/FAK Signaling in Medulloblastoma,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Cancer Biology & Pharmacology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department of Pathology, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America; Department of Neurosurgery, University of Illinois College of Medicine at Peoria, Peoria, Illinois, United States of America;",PLoS One,PLoS,United States,Arun Kumar Nalla;Swapna Asuthkar;Praveen Bhoopathi;Meena Gujrati;Dzung H Dinh;Jasti S Rao,https://retractionwatch.com/?s=Jasti+Rao,Research Article;,7/15/2025 0:00,10.1371/journal.pone.0328091,40663494.0,9/24/2010 0:00,10.1371/journal.pone.0013006,20886051.0,Retraction,Author Unresponsive;Concerns/Issues about Image;Concerns/Issues about Results and/or Conclusions;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Unreliable Data;Unreliable Results and/or Conclusions;,No,see also: https://pubpeer.com/publications/2CDC9AF35196E1E4E3C3A9D5D4D548,,20886051,"Journal Article; Research Support, N.I.H., Extramural; Retracted Publication",NCI NIH HHS (R01 CA138409); NCI NIH HHS (CA138409),CA138409,1580596.00,1580596.0
66212.0,"Societal knowledge, attitude, and practices towards dengue and associated factors in epidemic-hit areas: Geoinformation assisted empirical evidence",(HSC) Medicine - Infectious Disease;(HSC) Public Health and Safety;,"Department of Geography, Government College University Faisalabad, Faisalabad, 38000, Punjab, Pakistan; Department of Wildlife, Fisheries and Aquaculture, College of Forest Resources, Mississippi State University, 775 Stone Boulevard, Mississippi State, 39762-9690, MS, USA; Centre for Geo-computation Studies and Department of Geography, Hong Kong Baptist University, Hong Kong Special Administrative Region, China; Department of Applied Geology, School of Applied Natural Sciences, Adama Science and Technology University, Adama P.O. Box 1888, Ethiopia; Shaanxi Key Laboratory of Earth Surface System and Environmental Carrying Capacity, College of Urban and Environmental Sciences, Northwest University, Xi'an, 710127, China; Department of Space Science, Institute of Space Technology, Main Islamabad Expressway, Islamabad, Pakistan; Department of Computer Science, College of Computer and Information Sciences, King Saud University, P.O. Box 51178, Riyadh, 11543, Saudi Arabia;",Heliyon,Elsevier - Cell Press,China;Ethiopia;Pakistan;Saudi Arabia;United States,Syed Ali Asad Naqvi;Muhammad Sajjad;Aqil Tariq;Muhammad Sajjad;Liaqat Ali Waseem;Shankar Karuppannan;Adnanul Rehman;Mujtaba Hassan;Saad Al-Ahmadi;Wesam Atef Hatamleh,https://retractionwatch.com/?s=Heliyon,Research Article;,4/8/2025 0:00,10.1016/j.heliyon.2025.e43313,40535301.0,12/13/2023 0:00,10.1016/j.heliyon.2023.e23151,38223736.0,Retraction,Concerns/Issues about Referencing/Attributions;Investigation by Journal/Publisher;Objections by Author(s);Unreliable Results and/or Conclusions;,No,,,38223736,Journal Article; Retracted Publication,,,,0.0
66203.0,"Isolation and Characterization of a Novel Lytic Phage, vB_PseuP-SA22, and Its Efficacy against Carbapenem-Resistant Pseudomonas aeruginosa",(BLS) Biochemistry;(BLS) Microbiology;,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah 21589, Saudi Arabia; Health Information Technology Department, Applied College, King Abdulaziz University, Jeddah 21589, Saudi Arabia; Family and Community Medicine Department, Faculty of Medicine in Rabigh, King Abdulaziz University, Jeddah 21589, Saudi Arabia; Botany and Microbiology Department, Faculty of Science, Benha University, Benha 13518, Egypt; Nebraska Center for Virology, University of Nebraska-Lincoln, Lincoln, NE 68583, USA; King Fahd Medical Research Center, Yousef Abdullatif Jameel Chair of Prophetic Medicine Application, Faculty of Medicine, King Abdulaziz University, Jeddah 21589, Saudi Arabia;",Antibiotics,MDPI,Egypt;Saudi Arabia;United States,Addisu D Teklemariam;Rashad R Al-Hindi;Mona G Alharbi;Ibrahim Alotibi;Sheren A Azhari;Ishtiaq Qadri;Turki Alamri;Ahmed Esmael;Steve Harakeh,,Research Article;,8/28/2024 0:00,10.3390/antibiotics13090814,39335086.0,3/2/2023 0:00,10.3390/antibiotics12030497,36978364.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Unreliable Results and/or Conclusions;,No,,,36978364,Journal Article; Retracted Publication,"This project was funded by the Institutional Fund Projects under grant no (IFPRC-109-130-2020). Therefore, authors gratefully acknowledge technical and financial support from the Ministry of Education and King Abdulaziz University, Jeddah, Saudi Arabia. (IFPRC-109-130-2020)",,,0.0
66196.0,"Cold-Pressed Nigella Sativa Oil Standardized to 3% Thymoquinone Potentiates Omega-3 Protection against Obesity-Induced Oxidative Stress, Inflammation, and Markers of Insulin Resistance Accompanied with Conversion of White to Beige Fat in Mice",(BLS) Biochemistry;(BLS) Biology - Molecular;(BLS) Toxicology;,"Department of Medicine, New York Medical College, Valhalla, NY 10595, USA; Department and Institute of Pharmacology, National Defense Medical Center, Taipei 114, Taiwan; Department of Medicine, Weill Cornell Medicine, New York, NY 10065, USA; New York Presbyterian Brooklyn Methodist Hospital, Brooklyn, NY 11215, USA; Department of Pharmacology, New York Medical College, Valhalla, NY 10595, USA; Anatomy and Physiopathology Division, Department of Clinical and Experimental Sciences, University of Brescia, 25123 Brescia, Italy; Department of Physiology and Biophysics, Cardiorenal and Metabolic Diseases Research Center, University of Mississippi Medical Center, Jackson, MS 39216, USA; Joan C. Edwards School of Medicine, Marshall University, Huntington, WV 25701, USA;",Antioxidants,MDPI,Italy;Taiwan;United States,Hsin Hsueh Shen;Stephen J. Peterson;Lars Bellner;Abu Choudhary;Lior Levy;Leah Gancz;Ariel Sasson;Joseph Trainer;Rita Rezzani;Abraham Resnick;David E Stec;Nader G Abraham,,Research Article;,6/20/2025 0:00,10.3390/antiox14070758,40539260.0,6/4/2020 0:00,10.3390/antiox9060489,32512788.0,Retraction,Duplication of/in Image;Investigation by Journal/Publisher;Manipulation of Images;Objections by Author(s);Unreliable Results and/or Conclusions;,No,,,32512788,Journal Article; Retracted Publication,NIGMS NIH HHS (P20 GM121334); NIDDK NIH HHS (R01 DK121748),GM121334; DK121748,42625290.00; 2002348.00,44627638.0
66194.0,Receptor-recognized α₂-macroglobulin binds to cell surface-associated GRP78 and activates mTORC1 and mTORC2 signaling in prostate cancer cells,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Pathology, Duke University Medical Center, Durham, North Carolina, United States of America;",PLoS One,PLoS,United States,Uma K Misra;Salvatore V Pizzo,,Research Article;,6/5/2025 0:00,10.1371/journal.pone.0325675,40471893.0,12/14/2012 0:00,10.1371/journal.pone.0051735,23272152.0,Retraction,Concerns/Issues about Image;Concerns/Issues about Results and/or Conclusions;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Unreliable Data;Unreliable Results and/or Conclusions;,No,,,23272152,Journal Article; Retracted Publication,,,,0.0
66193.0,Evidence for a Pro-Proliferative Feedback Loop in Prostate Cancer: The Role of Epac1 and COX-2-Dependent Pathways,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Pathology, Duke University Medical Center, Durham, North Carolina, United States of America;",PLoS One,PLoS,United States,Uma Kant Misra;Salvatore Vincent Pizzo,,Research Article;,6/5/2025 0:00,10.1371/journal.pone.0325680,40471898.0,4/30/2013 0:00,10.1371/journal.pone.0063150,23646189.0,Retraction,Concerns/Issues about Image;Concerns/Issues about Results and/or Conclusions;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Unreliable Data;Unreliable Results and/or Conclusions;,No,,,23646189,Journal Article; Retracted Publication,,,,0.0
66192.0,Activated α2-macroglobulin binding to cell surface GRP78 induces T-loop phosphorylation of Akt1 by PDK1 in association with Raptor,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Pathology, Duke University Medical Center, Durham, North Carolina, United States of America;",PLoS One,PLoS,United States,Uma Kant Misra;Salvatore Vincent Pizzo,,Research Article;,6/5/2025 0:00,10.1371/journal.pone.0325677,40471923.0,2/6/2014 0:00,10.1371/journal.pone.0088373,24516643.0,Retraction,Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Unreliable Data;Unreliable Results and/or Conclusions;,No,,,24516643,Journal Article; Retracted Publication,,,,0.0
66191.0,"Upregulation of mTORC2 Activation by the Selective Agonist of EPAC, 8-CPT-2Me-cAMP, in Prostate Cancer Cells: Assembly of a Multiprotein Signaling Complex",(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Pathology, Duke University Medical Center, Durham, North Carolina 27710;",Journal of Cellular Biochemistry,Wiley,United States,Uma K Misra;Salvatore V Pizzo,,Research Article;,7/15/2025 0:00,10.1002/jcb.70048,40662287.0,12/15/2011 0:00,10.1002/jcb.24018,22173835.0,Retraction,Duplication of/in Image;Investigation by Company/Institution;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Data;Unreliable Results and/or Conclusions;,No,,,22173835,Journal Article; Retracted Publication,,,,0.0
66190.0,Activation of Akt/PDK Signaling in Macrophages Upon Binding of Receptor-Recognized Forms of α2-Macroglobulin to Its Cellular Receptor: Effect of Silencing the CREB Gene,(BLS) Biochemistry;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Pathology, Duke University Medical Center, Durham, North Carolina 27710;",Journal of Cellular Biochemistry,Wiley,United States,U K Misra;Salvatore V Pizzo,,Research Article;,7/15/2025 0:00,10.1002/jcb.70044,40662568.0,9/9/2004 0:00,10.1002/jcb.20233,15389876.0,Retraction,Duplication of/in Image;Investigation by Company/Institution;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Data;Unreliable Results and/or Conclusions;,No,,,15389876,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, P.H.S.; Retracted Publication",NHLBI NIH HHS (HL-24066),HL024066,4428057.00,4428057.0
